date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,month,era,match_key
9/2/2011,Ukraine,Uruguay,2,3,Friendly,Kharkiv,Ukraine,FALSE,2011,9,2010,2011-09-02|Ukraine|Uruguay
9/2/2011,United Arab Emirates,Kuwait,2,3,FIFA World Cup qualification,Al Ain,United Arab Emirates,FALSE,2011,9,2010,2011-09-02|United Arab Emirates|Kuwait
9/2/2011,United States,Costa Rica,0,1,Friendly,Carson,United States,FALSE,2011,9,2010,2011-09-02|United States|Costa Rica
9/2/2011,Wales,Montenegro,2,1,UEFA Euro qualification,Cardiff,Wales,FALSE,2011,9,2010,2011-09-02|Wales|Montenegro
9/2/2011,Guatemala,Saint Vincent And The Grenadines,4,0,FIFA World Cup qualification,Guatemala City,Guatemala,FALSE,2011,9,2010,2011-09-02|Guatemala|Saint Vincent And The Grenadines
9/3/2011,Burkina Faso,Equatorial Guinea,1,0,Friendly,Bobo Dioulasso,Burkina Faso,FALSE,2011,9,2010,2011-09-03|Burkina Faso|Equatorial Guinea
9/3/2011,Cameroon,Mauritius,5,0,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE,2011,9,2010,2011-09-03|Cameroon|Mauritius
9/3/2011,Cook Islands,Fiji,1,4,Pacific Games,Boulari,New Caledonia,TRUE,2011,9,2010,2011-09-03|Cook Islands|Fiji
9/3/2011,Guam,Vanuatu,1,4,Pacific Games,Nouméa,New Caledonia,TRUE,2011,9,2010,2011-09-03|Guam|Vanuatu
9/3/2011,Honduras,Colombia,0,2,Friendly,Harrison,United States,TRUE,2011,9,2010,2011-09-03|Honduras|Colombia
9/3/2011,Kenya,Guinea-Bissau,2,1,African Cup of Nations qualification,Nairobi,Kenya,FALSE,2011,9,2010,2011-09-03|Kenya|Guinea-Bissau
9/3/2011,Kiribati,Papua New Guinea,1,17,Pacific Games,Boulari,New Caledonia,TRUE,2011,9,2010,2011-09-03|Kiribati|Papua New Guinea
9/3/2011,Libya,Mozambique,1,0,African Cup of Nations qualification,Cairo,Egypt,TRUE,2011,9,2010,2011-09-03|Libya|Mozambique
9/3/2011,Malawi,Tunisia,0,0,African Cup of Nations qualification,Blantyre,Malawi,FALSE,2011,9,2010,2011-09-03|Malawi|Tunisia
9/3/2011,Mali,Cape Verde,3,0,African Cup of Nations qualification,Bamako,Mali,FALSE,2011,9,2010,2011-09-03|Mali|Cape Verde
9/3/2011,Namibia,Gambia,1,0,African Cup of Nations qualification,Windhoek,Namibia,FALSE,2011,9,2010,2011-09-03|Namibia|Gambia
9/3/2011,New Caledonia,American Samoa,8,0,Pacific Games,Nouméa,New Caledonia,FALSE,2011,9,2010,2011-09-03|New Caledonia|American Samoa
9/3/2011,Rwanda,Ivory Coast,0,5,African Cup of Nations qualification,Kigali,Rwanda,FALSE,2011,9,2010,2011-09-03|Rwanda|Ivory Coast
9/3/2011,Scotland,Czech Republic,2,2,UEFA Euro qualification,Glasgow,Scotland,FALSE,2011,9,2010,2011-09-03|Scotland|Czech Republic
9/3/2011,Senegal,Dr Congo,2,0,African Cup of Nations qualification,Dakar,Senegal,FALSE,2011,9,2010,2011-09-03|Senegal|Dr Congo
9/3/2011,Sierra Leone,Egypt,2,1,African Cup of Nations qualification,Freetown,Sierra Leone,FALSE,2011,9,2010,2011-09-03|Sierra Leone|Egypt
9/3/2011,Solomon Islands,Tuvalu,6,1,Pacific Games,Nouméa,New Caledonia,TRUE,2011,9,2010,2011-09-03|Solomon Islands|Tuvalu
9/3/2011,Tanzania,Algeria,1,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE,2011,9,2010,2011-09-03|Tanzania|Algeria
9/4/2011,Angola,Uganda,2,0,African Cup of Nations qualification,Luanda,Angola,FALSE,2011,9,2010,2011-09-04|Angola|Uganda
9/4/2011,Burundi,Benin,1,1,African Cup of Nations qualification,Bujumbura,Burundi,FALSE,2011,9,2010,2011-09-04|Burundi|Benin
9/4/2011,Central African Republic,Morocco,0,0,African Cup of Nations qualification,Bangui,Central African Republic,FALSE,2011,9,2010,2011-09-04|Central African Republic|Morocco
9/4/2011,Comoros,Zambia,1,2,African Cup of Nations qualification,Mitsamiouli,Comoros,FALSE,2011,9,2010,2011-09-04|Comoros|Zambia
9/4/2011,Congo,Sudan,0,1,African Cup of Nations qualification,Brazzaville,Congo,FALSE,2011,9,2010,2011-09-04|Congo|Sudan
9/4/2011,Guinea,Ethiopia,1,0,African Cup of Nations qualification,Conakry,Guinea,FALSE,2011,9,2010,2011-09-04|Guinea|Ethiopia
9/4/2011,Madagascar,Nigeria,0,2,African Cup of Nations qualification,Antananarivo,Madagascar,FALSE,2011,9,2010,2011-09-04|Madagascar|Nigeria
9/4/2011,Mexico,Chile,1,0,Friendly,Barcelona,Spain,TRUE,2011,9,2010,2011-09-04|Mexico|Chile
9/4/2011,Niger,South Africa,2,1,African Cup of Nations qualification,Niamey,Niger,FALSE,2011,9,2010,2011-09-04|Niger|South Africa
9/4/2011,Togo,Botswana,1,0,African Cup of Nations qualification,Lomé,Togo,FALSE,2011,9,2010,2011-09-04|Togo|Botswana
9/4/2011,Zimbabwe,Liberia,3,0,African Cup of Nations qualification,Harare,Zimbabwe,FALSE,2011,9,2010,2011-09-04|Zimbabwe|Liberia
9/5/2011,American Samoa,Vanuatu,0,8,Pacific Games,Nouméa,New Caledonia,TRUE,2011,9,2010,2011-09-05|American Samoa|Vanuatu
9/5/2011,Bolivia,Peru,0,0,Friendly,La Paz,Bolivia,FALSE,2011,9,2010,2011-09-05|Bolivia|Peru
9/5/2011,Brazil,Ghana,1,0,Friendly,London,England,TRUE,2011,9,2010,2011-09-05|Brazil|Ghana
9/5/2011,Guam,Tuvalu,1,1,Pacific Games,Nouméa,New Caledonia,TRUE,2011,9,2010,2011-09-05|Guam|Tuvalu
9/5/2011,Kiribati,Tahiti,1,17,Pacific Games,Boulari,New Caledonia,TRUE,2011,9,2010,2011-09-05|Kiribati|Tahiti
9/5/2011,New Caledonia,Solomon Islands,1,2,Pacific Games,Nouméa,New Caledonia,FALSE,2011,9,2010,2011-09-05|New Caledonia|Solomon Islands
9/5/2011,Papua New Guinea,Fiji,0,2,Pacific Games,Boulari,New Caledonia,TRUE,2011,9,2010,2011-09-05|Papua New Guinea|Fiji
9/6/2011,Argentina,Nigeria,3,1,Friendly,Dhaka,Bangladesh,TRUE,2011,9,2010,2011-09-06|Argentina|Nigeria
9/6/2011,Austria,Turkey,0,0,UEFA Euro qualification,Vienna,Austria,FALSE,2011,9,2010,2011-09-06|Austria|Turkey
9/6/2011,Azerbaijan,Kazakhstan,3,2,UEFA Euro qualification,Baku,Azerbaijan,FALSE,2011,9,2010,2011-09-06|Azerbaijan|Kazakhstan
9/6/2011,Barbados,Trinidad And Tobago,0,2,FIFA World Cup qualification,Bridgetown,Barbados,FALSE,2011,9,2010,2011-09-06|Barbados|Trinidad And Tobago
9/6/2011,Belgium,United States,1,0,Friendly,Brussels,Belgium,FALSE,2011,9,2010,2011-09-06|Belgium|United States
9/6/2011,Belize,Guatemala,1,2,FIFA World Cup qualification,Belmopan,Belize,FALSE,2011,9,2010,2011-09-06|Belize|Guatemala
9/6/2011,Bosnia And Herzegovina,Belarus,1,0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,FALSE,2011,9,2010,2011-09-06|Bosnia And Herzegovina|Belarus
9/6/2011,Cayman Islands,El Salvador,1,4,FIFA World Cup qualification,George Town,Cayman Islands,FALSE,2011,9,2010,2011-09-06|Cayman Islands|El Salvador
9/6/2011,Croatia,Israel,3,1,UEFA Euro qualification,Zagreb,Croatia,FALSE,2011,9,2010,2011-09-06|Croatia|Israel
9/6/2011,Curaçao,Haiti,2,4,FIFA World Cup qualification,Willemstad,Curaçao,FALSE,2011,9,2010,2011-09-06|Curaçao|Haiti
9/6/2011,Czech Republic,Ukraine,4,0,Friendly,Prague,Czech Republic,FALSE,2011,9,2010,2011-09-06|Czech Republic|Ukraine
9/6/2011,Denmark,Norway,2,0,UEFA Euro qualification,Copenhagen,Denmark,FALSE,2011,9,2010,2011-09-06|Denmark|Norway
9/6/2011,Dominican Republic,Suriname,1,1,FIFA World Cup qualification,San Cristóbal,Dominican Republic,FALSE,2011,9,2010,2011-09-06|Dominican Republic|Suriname
9/6/2011,Ecuador,Costa Rica,4,0,Friendly,Quito,Ecuador,FALSE,2011,9,2010,2011-09-06|Ecuador|Costa Rica
9/6/2011,England,Wales,1,0,UEFA Euro qualification,London,England,FALSE,2011,9,2010,2011-09-06|England|Wales
9/6/2011,Estonia,Northern Ireland,4,1,UEFA Euro qualification,Tallinn,Estonia,FALSE,2011,9,2010,2011-09-06|Estonia|Northern Ireland
9/6/2011,Finland,Netherlands,0,2,UEFA Euro qualification,Helsinki,Finland,FALSE,2011,9,2010,2011-09-06|Finland|Netherlands
9/6/2011,Gabon,Niger,1,0,Friendly,Nice,France,TRUE,2011,9,2010,2011-09-06|Gabon|Niger
9/6/2011,Guyana,Bermuda,2,1,FIFA World Cup qualification,Georgetown,Guyana,FALSE,2011,9,2010,2011-09-06|Guyana|Bermuda
9/6/2011,Honduras,Paraguay,0,3,Friendly,San Pedro Sula,Honduras,FALSE,2011,9,2010,2011-09-06|Honduras|Paraguay
9/6/2011,Iceland,Cyprus,1,0,UEFA Euro qualification,Reykjavík,Iceland,FALSE,2011,9,2010,2011-09-06|Iceland|Cyprus
9/6/2011,Indonesia,Bahrain,0,2,FIFA World Cup qualification,Jakarta,Indonesia,FALSE,2011,9,2010,2011-09-06|Indonesia|Bahrain
9/6/2011,Italy,Slovenia,1,0,UEFA Euro qualification,Florence,Italy,FALSE,2011,9,2010,2011-09-06|Italy|Slovenia
9/6/2011,Jamaica,Colombia,0,2,Friendly,Fort Lauderdale,United States,TRUE,2011,9,2010,2011-09-06|Jamaica|Colombia
9/6/2011,Jordan,China Pr,2,1,FIFA World Cup qualification,Amman,Jordan,FALSE,2011,9,2010,2011-09-06|Jordan|China Pr
9/6/2011,North Korea,Tajikistan,1,0,FIFA World Cup qualification,Pyongyang,North Korea,FALSE,2011,9,2010,2011-09-06|North Korea|Tajikistan
9/6/2011,Kuwait,South Korea,1,1,FIFA World Cup qualification,Kuwait City,Kuwait,FALSE,2011,9,2010,2011-09-06|Kuwait|South Korea
9/6/2011,Latvia,Greece,1,1,UEFA Euro qualification,Riga,Latvia,FALSE,2011,9,2010,2011-09-06|Latvia|Greece
9/6/2011,Lebanon,United Arab Emirates,3,1,FIFA World Cup qualification,Beirut,Lebanon,FALSE,2011,9,2010,2011-09-06|Lebanon|United Arab Emirates
9/6/2011,Luxembourg,Albania,2,1,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE,2011,9,2010,2011-09-06|Luxembourg|Albania
9/6/2011,North Macedonia,Andorra,1,0,UEFA Euro qualification,Skopje,North Macedonia,FALSE,2011,9,2010,2011-09-06|North Macedonia|Andorra
9/6/2011,Malta,Georgia,1,1,UEFA Euro qualification,Attard,Malta,FALSE,2011,9,2010,2011-09-06|Malta|Georgia
9/6/2011,Moldova,Hungary,0,2,UEFA Euro qualification,Chișinău,Moldova,FALSE,2011,9,2010,2011-09-06|Moldova|Hungary
9/6/2011,Nicaragua,Panama,1,2,FIFA World Cup qualification,Managua,Nicaragua,FALSE,2011,9,2010,2011-09-06|Nicaragua|Panama
9/6/2011,Poland,Germany,2,2,Friendly,Gdańsk,Poland,FALSE,2011,9,2010,2011-09-06|Poland|Germany
9/6/2011,Puerto Rico,Canada,0,3,FIFA World Cup qualification,Bayamón,Puerto Rico,FALSE,2011,9,2010,2011-09-06|Puerto Rico|Canada
9/6/2011,Qatar,Iran,1,1,FIFA World Cup qualification,Doha,Qatar,FALSE,2011,9,2010,2011-09-06|Qatar|Iran
9/6/2011,Romania,France,0,0,UEFA Euro qualification,Bucharest,Romania,FALSE,2011,9,2010,2011-09-06|Romania|France
9/6/2011,Russia,Republic Of Ireland,0,0,UEFA Euro qualification,Moscow,Russia,FALSE,2011,9,2010,2011-09-06|Russia|Republic Of Ireland
9/6/2011,San Marino,Sweden,0,5,UEFA Euro qualification,Serravalle,San Marino,FALSE,2011,9,2010,2011-09-06|San Marino|Sweden
9/6/2011,Saudi Arabia,Australia,1,3,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE,2011,9,2010,2011-09-06|Saudi Arabia|Australia
9/6/2011,Scotland,Lithuania,1,0,UEFA Euro qualification,Glasgow,Scotland,FALSE,2011,9,2010,2011-09-06|Scotland|Lithuania
9/6/2011,Serbia,Faroe Islands,3,1,UEFA Euro qualification,Belgrade,Serbia,FALSE,2011,9,2010,2011-09-06|Serbia|Faroe Islands
9/6/2011,Singapore,Iraq,0,2,FIFA World Cup qualification,Singapore,Singapore,FALSE,2011,9,2010,2011-09-06|Singapore|Iraq
9/6/2011,Slovakia,Armenia,0,4,UEFA Euro qualification,Žilina,Slovakia,FALSE,2011,9,2010,2011-09-06|Slovakia|Armenia
9/6/2011,Spain,Liechtenstein,6,0,UEFA Euro qualification,Logroño,Spain,FALSE,2011,9,2010,2011-09-06|Spain|Liechtenstein
9/6/2011,Saint Lucia,Saint Kitts And Nevis,2,4,FIFA World Cup qualification,Gros Islet,Saint Lucia,FALSE,2011,9,2010,2011-09-06|Saint Lucia|Saint Kitts And Nevis
9/6/2011,Switzerland,Bulgaria,3,1,UEFA Euro qualification,Basel,Switzerland,FALSE,2011,9,2010,2011-09-06|Switzerland|Bulgaria
9/6/2011,Thailand,Oman,3,0,FIFA World Cup qualification,Bangkok,Thailand,FALSE,2011,9,2010,2011-09-06|Thailand|Oman
9/6/2011,Uzbekistan,Japan,1,1,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE,2011,9,2010,2011-09-06|Uzbekistan|Japan
9/6/2011,Venezuela,Guinea,2,1,Friendly,Caracas,Venezuela,FALSE,2011,9,2010,2011-09-06|Venezuela|Guinea
9/6/2011,United States Virgin Islands,Antigua And Barbuda,1,8,FIFA World Cup qualification,Frederiksted,United States Virgin Islands,FALSE,2011,9,2010,2011-09-06|United States Virgin Islands|Antigua And Barbuda
9/7/2011,Equatorial Guinea,Central African Republic,3,0,Friendly,Malabo,Equatorial Guinea,FALSE,2011,9,2010,2011-09-07|Equatorial Guinea|Central African Republic
9/7/2011,New Caledonia,Tahiti,3,1,Pacific Games,Koné,New Caledonia,FALSE,2011,9,2010,2011-09-07|New Caledonia|Tahiti
9/7/2011,Solomon Islands,Fiji,2,1,Pacific Games,Lifou,New Caledonia,TRUE,2011,9,2010,2011-09-07|Solomon Islands|Fiji
9/9/2011,New Caledonia,Solomon Islands,2,0,Pacific Games,Nouméa,New Caledonia,FALSE,2011,9,2010,2011-09-09|New Caledonia|Solomon Islands
9/9/2011,Tahiti,Fiji,2,1,Pacific Games,Boulari,New Caledonia,TRUE,2011,9,2010,2011-09-09|Tahiti|Fiji
9/11/2011,Saint Vincent And The Grenadines,Dominica,1,0,Friendly,Kingstown,Saint Vincent and the Grenadines,FALSE,2011,9,2010,2011-09-11|Saint Vincent And The Grenadines|Dominica
9/14/2011,Argentina,Brazil,0,0,Superclásico de las Américas,Córdoba,Argentina,FALSE,2011,9,2010,2011-09-14|Argentina|Brazil
9/18/2011,Saint Vincent And The Grenadines,Grenada,2,1,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,FALSE,2011,9,2010,2011-09-18|Saint Vincent And The Grenadines|Grenada
9/23/2011,Suriname,Curaçao,2,0,Friendly,Paramaribo,Suriname,FALSE,2011,9,2010,2011-09-23|Suriname|Curaçao
9/25/2011,Suriname,Curaçao,2,2,Friendly,Paramaribo,Suriname,FALSE,2011,9,2010,2011-09-25|Suriname|Curaçao
9/28/2011,Brazil,Argentina,2,0,Superclásico de las Américas,Belém,Brazil,FALSE,2011,9,2010,2011-09-28|Brazil|Argentina
9/30/2011,Antigua And Barbuda,Martinique,1,0,Friendly,Osbourn,Antigua and Barbuda,FALSE,2011,9,2010,2011-09-30|Antigua And Barbuda|Martinique
9/30/2011,Hong Kong,Philippines,3,3,Dragon Cup,Kaohsiung,Taiwan,TRUE,2011,9,2010,2011-09-30|Hong Kong|Philippines
10/1/2011,Ethiopia,Sudan,1,2,Friendly,Addis Ababa,Ethiopia,FALSE,2011,10,2010,2011-10-01|Ethiopia|Sudan
10/2/2011,Antigua And Barbuda,Martinique,1,2,Friendly,Osbourn,Antigua and Barbuda,FALSE,2011,10,2010,2011-10-02|Antigua And Barbuda|Martinique
10/2/2011,Hong Kong,Macau,5,1,Dragon Cup,Kaohsiung,Taiwan,TRUE,2011,10,2010,2011-10-02|Hong Kong|Macau
10/4/2011,Ethiopia,Malawi,0,0,Friendly,Addis Ababa,Ethiopia,FALSE,2011,10,2010,2011-10-04|Ethiopia|Malawi
10/4/2011,Philippines,Macau,2,0,Dragon Cup,Kaohsiung,Taiwan,TRUE,2011,10,2010,2011-10-04|Philippines|Macau
10/5/2011,Iran,Palestine,7,0,Friendly,Tehran,Iran,FALSE,2011,10,2010,2011-10-05|Iran|Palestine
10/6/2011,China Pr,United Arab Emirates,2,1,Friendly,Shenzhen,China PR,FALSE,2011,10,2010,2011-10-06|China Pr|United Arab Emirates
10/6/2011,Thailand,Jordan,0,0,Friendly,Bangkok,Thailand,FALSE,2011,10,2010,2011-10-06|Thailand|Jordan
10/7/2011,Andorra,Republic Of Ireland,0,2,UEFA Euro qualification,Sant Julià de Lòria,Andorra,FALSE,2011,10,2010,2011-10-07|Andorra|Republic Of Ireland
10/7/2011,Argentina,Chile,4,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE,2011,10,2010,2011-10-07|Argentina|Chile
10/7/2011,Armenia,North Macedonia,4,1,UEFA Euro qualification,Yerevan,Armenia,FALSE,2011,10,2010,2011-10-07|Armenia|North Macedonia
10/7/2011,Australia,Malaysia,5,0,Friendly,Canberra,Australia,FALSE,2011,10,2010,2011-10-07|Australia|Malaysia
10/7/2011,Azerbaijan,Austria,1,4,UEFA Euro qualification,Baku,Azerbaijan,FALSE,2011,10,2010,2011-10-07|Azerbaijan|Austria
10/7/2011,Barbados,Guyana,0,2,FIFA World Cup qualification,Bridgetown,Barbados,FALSE,2011,10,2010,2011-10-07|Barbados|Guyana
10/7/2011,Belgium,Kazakhstan,4,1,UEFA Euro qualification,Brussels,Belgium,FALSE,2011,10,2010,2011-10-07|Belgium|Kazakhstan
10/7/2011,Belize,Grenada,1,4,FIFA World Cup qualification,Belmopan,Belize,FALSE,2011,10,2010,2011-10-07|Belize|Grenada
10/7/2011,Bermuda,Trinidad And Tobago,2,1,FIFA World Cup qualification,Hamilton,Bermuda,FALSE,2011,10,2010,2011-10-07|Bermuda|Trinidad And Tobago
10/7/2011,Bosnia And Herzegovina,Luxembourg,5,0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,FALSE,2011,10,2010,2011-10-07|Bosnia And Herzegovina|Luxembourg
10/7/2011,Cayman Islands,Suriname,0,1,FIFA World Cup qualification,George Town,Cayman Islands,FALSE,2011,10,2010,2011-10-07|Cayman Islands|Suriname
10/7/2011,Dr Congo,Cameroon,2,3,African Cup of Nations qualification,Kinshasa,DR Congo,FALSE,2011,10,2010,2011-10-07|Dr Congo|Cameroon
10/7/2011,Costa Rica,Brazil,0,1,Friendly,San José,Costa Rica,FALSE,2011,10,2010,2011-10-07|Costa Rica|Brazil
10/7/2011,Curaçao,Antigua And Barbuda,0,1,FIFA World Cup qualification,Willemstad,Curaçao,FALSE,2011,10,2010,2011-10-07|Curaçao|Antigua And Barbuda
10/7/2011,Cyprus,Denmark,1,4,UEFA Euro qualification,Nicosia,Cyprus,FALSE,2011,10,2010,2011-10-07|Cyprus|Denmark
10/7/2011,Czech Republic,Spain,0,2,UEFA Euro qualification,Prague,Czech Republic,FALSE,2011,10,2010,2011-10-07|Czech Republic|Spain
10/7/2011,Dominica,Panama,0,5,FIFA World Cup qualification,Roseau,Dominica,FALSE,2011,10,2010,2011-10-07|Dominica|Panama
10/7/2011,Dominican Republic,El Salvador,1,2,FIFA World Cup qualification,San Cristóbal,Dominican Republic,FALSE,2011,10,2010,2011-10-07|Dominican Republic|El Salvador
10/7/2011,Ecuador,Venezuela,2,0,FIFA World Cup qualification,Quito,Ecuador,FALSE,2011,10,2010,2011-10-07|Ecuador|Venezuela
10/7/2011,Finland,Sweden,1,2,UEFA Euro qualification,Helsinki,Finland,FALSE,2011,10,2010,2011-10-07|Finland|Sweden
10/7/2011,France,Albania,3,0,UEFA Euro qualification,Saint-Denis,France,FALSE,2011,10,2010,2011-10-07|France|Albania
10/7/2011,Gabon,Equatorial Guinea,2,0,Friendly,Nice,France,TRUE,2011,10,2010,2011-10-07|Gabon|Equatorial Guinea
10/7/2011,Greece,Croatia,2,0,UEFA Euro qualification,Piraeus,Greece,FALSE,2011,10,2010,2011-10-07|Greece|Croatia
10/7/2011,Indonesia,Saudi Arabia,0,0,Friendly,Kuala Lumpur,Malaysia,TRUE,2011,10,2010,2011-10-07|Indonesia|Saudi Arabia
10/7/2011,Japan,Vietnam,1,0,Friendly,Kobe,Japan,FALSE,2011,10,2010,2011-10-07|Japan|Vietnam
10/7/2011,South Korea,Poland,2,2,Friendly,Seoul,South Korea,FALSE,2011,10,2010,2011-10-07|South Korea|Poland
10/7/2011,Latvia,Malta,2,0,UEFA Euro qualification,Riga,Latvia,FALSE,2011,10,2010,2011-10-07|Latvia|Malta
10/7/2011,Montenegro,England,2,2,UEFA Euro qualification,Podgorica,Montenegro,FALSE,2011,10,2010,2011-10-07|Montenegro|England
10/7/2011,Netherlands,Moldova,1,0,UEFA Euro qualification,Rotterdam,Netherlands,FALSE,2011,10,2010,2011-10-07|Netherlands|Moldova
10/7/2011,Northern Ireland,Estonia,1,2,UEFA Euro qualification,Belfast,Northern Ireland,FALSE,2011,10,2010,2011-10-07|Northern Ireland|Estonia
10/7/2011,Peru,Paraguay,2,0,FIFA World Cup qualification,Lima,Peru,FALSE,2011,10,2010,2011-10-07|Peru|Paraguay
10/7/2011,Portugal,Iceland,5,3,UEFA Euro qualification,Porto,Portugal,FALSE,2011,10,2010,2011-10-07|Portugal|Iceland
10/7/2011,Puerto Rico,Saint Kitts And Nevis,1,1,FIFA World Cup qualification,Bayamón,Puerto Rico,FALSE,2011,10,2010,2011-10-07|Puerto Rico|Saint Kitts And Nevis
10/7/2011,Romania,Belarus,2,2,UEFA Euro qualification,Bucharest,Romania,FALSE,2011,10,2010,2011-10-07|Romania|Belarus
10/7/2011,Serbia,Italy,1,1,UEFA Euro qualification,Belgrade,Serbia,FALSE,2011,10,2010,2011-10-07|Serbia|Italy
10/7/2011,Singapore,Philippines,2,0,Friendly,Singapore,Singapore,FALSE,2011,10,2010,2011-10-07|Singapore|Philippines
10/7/2011,Slovakia,Russia,0,1,UEFA Euro qualification,Žilina,Slovakia,FALSE,2011,10,2010,2011-10-07|Slovakia|Russia
10/7/2011,Saint Lucia,Canada,0,7,FIFA World Cup qualification,Gros Islet,Saint Lucia,FALSE,2011,10,2010,2011-10-07|Saint Lucia|Canada
10/7/2011,Turkey,Germany,1,3,UEFA Euro qualification,Istanbul,Turkey,FALSE,2011,10,2010,2011-10-07|Turkey|Germany
10/7/2011,Ukraine,Bulgaria,3,0,Friendly,Kyiv,Ukraine,FALSE,2011,10,2010,2011-10-07|Ukraine|Bulgaria
10/7/2011,Uruguay,Bolivia,4,2,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,2011,10,2010,2011-10-07|Uruguay|Bolivia
10/7/2011,United States Virgin Islands,Haiti,0,7,FIFA World Cup qualification,Frederiksted,United States Virgin Islands,FALSE,2011,10,2010,2011-10-07|United States Virgin Islands|Haiti
10/7/2011,Wales,Switzerland,2,0,UEFA Euro qualification,Swansea,Wales,FALSE,2011,10,2010,2011-10-07|Wales|Switzerland
10/7/2011,Saint Vincent And The Grenadines,Guatemala,0,3,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,FALSE,2011,10,2010,2011-10-07|Saint Vincent And The Grenadines|Guatemala
10/8/2011,Cape Verde,Zimbabwe,2,1,African Cup of Nations qualification,Praia,Cape Verde,FALSE,2011,10,2010,2011-10-08|Cape Verde|Zimbabwe
10/8/2011,Chad,Malawi,2,2,African Cup of Nations qualification,N'Djamena,Chad,FALSE,2011,10,2010,2011-10-08|Chad|Malawi
10/8/2011,Egypt,Niger,3,0,African Cup of Nations qualification,Cairo,Egypt,FALSE,2011,10,2010,2011-10-08|Egypt|Niger
10/8/2011,Ethiopia,Madagascar,4,2,African Cup of Nations qualification,Addis Ababa,Ethiopia,FALSE,2011,10,2010,2011-10-08|Ethiopia|Madagascar
10/8/2011,Gambia,Burkina Faso,1,1,African Cup of Nations qualification,Bakau,Gambia,FALSE,2011,10,2010,2011-10-08|Gambia|Burkina Faso
10/8/2011,Guinea-Bissau,Angola,0,2,African Cup of Nations qualification,Bissau,Guinea-Bissau,FALSE,2011,10,2010,2011-10-08|Guinea-Bissau|Angola
10/8/2011,Liberia,Mali,2,2,African Cup of Nations qualification,Paynesville,Liberia,FALSE,2011,10,2010,2011-10-08|Liberia|Mali
10/8/2011,Liechtenstein,Scotland,0,1,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE,2011,10,2010,2011-10-08|Liechtenstein|Scotland
10/8/2011,Mozambique,Comoros,3,0,African Cup of Nations qualification,Maputo,Mozambique,FALSE,2011,10,2010,2011-10-08|Mozambique|Comoros
10/8/2011,Nigeria,Guinea,2,2,African Cup of Nations qualification,Abuja,Nigeria,FALSE,2011,10,2010,2011-10-08|Nigeria|Guinea
10/8/2011,South Africa,Sierra Leone,0,0,African Cup of Nations qualification,Nelspruit,South Africa,FALSE,2011,10,2010,2011-10-08|South Africa|Sierra Leone
10/8/2011,Sudan,Ghana,0,2,African Cup of Nations qualification,Khartoum,Sudan,FALSE,2011,10,2010,2011-10-08|Sudan|Ghana
10/8/2011,Eswatini,Congo,0,1,African Cup of Nations qualification,Lobamba,Eswatini,FALSE,2011,10,2010,2011-10-08|Eswatini|Congo
10/8/2011,Tunisia,Togo,2,0,African Cup of Nations qualification,Radès,Tunisia,FALSE,2011,10,2010,2011-10-08|Tunisia|Togo
10/8/2011,Uganda,Kenya,0,0,African Cup of Nations qualification,Kampala,Uganda,FALSE,2011,10,2010,2011-10-08|Uganda|Kenya
10/8/2011,United States,Honduras,1,0,Friendly,Miami Gardens,United States,FALSE,2011,10,2010,2011-10-08|United States|Honduras
10/8/2011,Zambia,Libya,0,0,African Cup of Nations qualification,Chingola,Zambia,FALSE,2011,10,2010,2011-10-08|Zambia|Libya
10/9/2011,Algeria,Central African Republic,2,0,African Cup of Nations qualification,Algiers,Algeria,FALSE,2011,10,2010,2011-10-09|Algeria|Central African Republic
10/9/2011,Benin,Rwanda,0,1,African Cup of Nations qualification,Cotonou,Benin,FALSE,2011,10,2010,2011-10-09|Benin|Rwanda
10/9/2011,Ivory Coast,Burundi,2,1,African Cup of Nations qualification,Abidjan,Ivory Coast,FALSE,2011,10,2010,2011-10-09|Ivory Coast|Burundi
10/9/2011,Mauritius,Senegal,0,2,African Cup of Nations qualification,Mapou,Mauritius,FALSE,2011,10,2010,2011-10-09|Mauritius|Senegal
10/9/2011,Morocco,Tanzania,3,1,African Cup of Nations qualification,Marrakech,Morocco,FALSE,2011,10,2010,2011-10-09|Morocco|Tanzania
10/11/2011,Albania,Romania,1,1,UEFA Euro qualification,Tirana,Albania,FALSE,2011,10,2010,2011-10-11|Albania|Romania
10/11/2011,Antigua And Barbuda,United States Virgin Islands,10,0,FIFA World Cup qualification,St. John's,Antigua and Barbuda,FALSE,2011,10,2010,2011-10-11|Antigua And Barbuda|United States Virgin Islands
